"","Num1","Palo1","Num2","Palo2","Pasar","Ver","Subir"
"667",4,2,11,2,0,0,0
"668",4,2,12,2,0,0,0
"669",4,2,13,2,0,0,0
"670",4,2,14,2,0,0,0
"671",4,2,2,3,0,0,0
"672",4,2,3,3,0,0,0
"673",4,2,4,3,0,0,0
"674",4,2,5,3,0,0,0
"675",4,2,6,3,0,0,0
"676",4,2,7,3,0,0,0
"677",4,2,8,3,0,0,0
"678",4,2,9,3,0,0,0
"679",4,2,10,3,0,0,0
"680",4,2,11,3,0,0,0
"681",4,2,12,3,0,0,0
"682",4,2,13,3,0,0,0
"683",4,2,14,3,0,0,0
"684",4,2,2,4,0,0,0
"685",4,2,3,4,0,0,0
"686",4,2,4,4,0,0,0
"687",4,2,5,4,0,0,0
"688",4,2,6,4,0,0,0
"689",4,2,7,4,0,0,0
"690",4,2,8,4,0,0,0
"691",4,2,9,4,0,0,0
"692",4,2,10,4,0,0,0
"693",4,2,11,4,0,0,0
"694",4,2,12,4,0,0,0
"695",4,2,13,4,0,0,0
"696",4,2,14,4,0,0,0
"697",5,2,6,2,0,0.85,0.15
"698",5,2,7,2,0,0,0
"699",5,2,8,2,0,0,0
"700",5,2,9,2,0.0375,0.825,0.1375
"701",5,2,10,2,0,0,0
"702",5,2,11,2,0,0,0
"703",5,2,12,2,0,0.85,0.15
"704",5,2,13,2,0,0.85,0.15
"705",5,2,14,2,0,0,0
"706",5,2,2,3,0,0,0
"707",5,2,3,3,0.0375,0.825,0.1375
"708",5,2,4,3,0,0.85,0.15
"709",5,2,5,3,0.0375,0.825,0.1375
"710",5,2,6,3,0,0.85,0.15
"711",5,2,7,3,0,0.85,0.15
"712",5,2,8,3,0,0.85,0.15
"713",5,2,9,3,0.0375,0.825,0.1375
"714",5,2,10,3,0,0.85,0.15
"715",5,2,11,3,0.0375,0.825,0.1375
"716",5,2,12,3,0,0.85,0.15
"717",5,2,13,3,0,0.85,0.15
"718",5,2,14,3,0,0.85,0.15
"719",5,2,2,4,0,0.85,0.15
"720",5,2,3,4,0,0,0
"721",5,2,4,4,0,0,0
"722",5,2,5,4,0.0375,0.825,0.1375
"723",5,2,6,4,0,0.85,0.15
"724",5,2,7,4,0,0.85,0.15
"725",5,2,8,4,0,0.85,0.15
"726",5,2,9,4,0,0,0
"727",5,2,10,4,0,0.85,0.15
"728",5,2,11,4,0,0,0
"729",5,2,12,4,0,0,0
"730",5,2,13,4,0,0,0
"731",5,2,14,4,0,0.85,0.15
"732",6,2,7,2,0,0,0
"733",6,2,8,2,0,0,0
"734",6,2,9,2,0.0375,0.825,0.1375
"735",6,2,10,2,0,0,0
"736",6,2,11,2,0,0,0
"737",6,2,12,2,0,0.85,0.15
"738",6,2,13,2,0,0.85,0.15
"739",6,2,14,2,0,0,0
"740",6,2,2,3,0,0,0
"741",6,2,3,3,0.0375,0.825,0.1375
"742",6,2,4,3,0,0.85,0.15
"743",6,2,5,3,0,0.85,0.15
"744",6,2,6,3,0.0375,0.825,0.1375
"745",6,2,7,3,0,0.85,0.15
"746",6,2,8,3,0,0.85,0.15
"747",6,2,9,3,0.0375,0.825,0.1375
"748",6,2,10,3,0,0.85,0.15
"749",6,2,11,3,0.0375,0.825,0.1375
"750",6,2,12,3,0,0.85,0.15
"751",6,2,13,3,0,0.85,0.15
"752",6,2,14,3,0,0.85,0.15
"753",6,2,2,4,0,0.85,0.15
"754",6,2,3,4,0,0,0
"755",6,2,4,4,0,0,0
"756",6,2,5,4,0,0.85,0.15
"757",6,2,6,4,0.0375,0.825,0.1375
"758",6,2,7,4,0,0.85,0.15
"759",6,2,8,4,0,0.85,0.15
"760",6,2,9,4,0,0,0
"761",6,2,10,4,0,0.85,0.15
"762",6,2,11,4,0,0,0
"763",6,2,12,4,0,0,0
"764",6,2,13,4,0,0,0
"765",6,2,14,4,0,0.85,0.15
"766",7,2,8,2,0,0,0
"767",7,2,9,2,0,0,0
"768",7,2,10,2,0,0,0
"769",7,2,11,2,0,0,0
"770",7,2,12,2,0,0,0
"771",7,2,13,2,0,0,0
"772",7,2,14,2,0,0,0
"773",7,2,2,3,0,0,0
"774",7,2,3,3,0,0,0
"775",7,2,4,3,0,0,0
"776",7,2,5,3,0,0,0
"777",7,2,6,3,0,0,0
"778",7,2,7,3,0,0,0
"779",7,2,8,3,0,0,0
"780",7,2,9,3,0,0,0
"781",7,2,10,3,0,0,0
"782",7,2,11,3,0,0,0
"783",7,2,12,3,0,0,0
"784",7,2,13,3,0,0,0
"785",7,2,14,3,0,0,0
"786",7,2,2,4,0,0,0
"787",7,2,3,4,0,0,0
"788",7,2,4,4,0,0,0
"789",7,2,5,4,0,0,0
"790",7,2,6,4,0,0,0
"791",7,2,7,4,0,0,0
"792",7,2,8,4,0,0,0
"793",7,2,9,4,0,0,0
"794",7,2,10,4,0,0,0
"795",7,2,11,4,0,0,0
"796",7,2,12,4,0,0,0
"797",7,2,13,4,0,0,0
"798",7,2,14,4,0,0,0
"799",8,2,9,2,0,0,0
"800",8,2,10,2,0,0,0
"801",8,2,11,2,0,0,0
"802",8,2,12,2,0,0,0
"803",8,2,13,2,0,0,0
"804",8,2,14,2,0,0,0
"805",8,2,2,3,0,0,0
"806",8,2,3,3,0,0,0
"807",8,2,4,3,0,0,0
"808",8,2,5,3,0,0,0
"809",8,2,6,3,0,0,0
"810",8,2,7,3,0,0,0
"811",8,2,8,3,0,0,0
"812",8,2,9,3,0,0,0
"813",8,2,10,3,0,0,0
"814",8,2,11,3,0,0,0
"815",8,2,12,3,0,0,0
"816",8,2,13,3,0,0,0
"817",8,2,14,3,0,0,0
"818",8,2,2,4,0,0,0
"819",8,2,3,4,0,0,0
"820",8,2,4,4,0,0,0
"821",8,2,5,4,0,0,0
"822",8,2,6,4,0,0,0
"823",8,2,7,4,0,0,0
"824",8,2,8,4,0,0,0
"825",8,2,9,4,0,0,0
"826",8,2,10,4,0,0,0
"827",8,2,11,4,0,0,0
"828",8,2,12,4,0,0,0
"829",8,2,13,4,0,0,0
"830",8,2,14,4,0,0,0
"831",9,2,10,2,0,0,0
"832",9,2,11,2,0,0,0
"833",9,2,12,2,0.0375,0.825,0.1375
"834",9,2,13,2,0.0375,0.825,0.1375
"835",9,2,14,2,0,0,0
"836",9,2,2,3,0,0,0
"837",9,2,3,3,0.075,0.8,0.125
"838",9,2,4,3,0.0375,0.825,0.1375
"839",9,2,5,3,0.0375,0.825,0.1375
"840",9,2,6,3,0.0375,0.825,0.1375
"841",9,2,7,3,0.0375,0.825,0.1375
"842",9,2,8,3,0.0375,0.825,0.1375
"843",9,2,9,3,0.1125,0.775,0.1125
"844",9,2,10,3,0.0375,0.825,0.1375
"845",9,2,11,3,0.075,0.8,0.125
"846",9,2,12,3,0.0375,0.825,0.1375
"847",9,2,13,3,0.0375,0.825,0.1375
"848",9,2,14,3,0.0375,0.825,0.1375
"849",9,2,2,4,0.0375,0.825,0.1375
"850",9,2,3,4,0,0,0
"851",9,2,4,4,0,0,0
"852",9,2,5,4,0.0375,0.825,0.1375
"853",9,2,6,4,0.0375,0.825,0.1375
"854",9,2,7,4,0.0375,0.825,0.1375
"855",9,2,8,4,0.0375,0.825,0.1375
"856",9,2,9,4,0,0,0
"857",9,2,10,4,0.0375,0.825,0.1375
"858",9,2,11,4,0,0,0
"859",9,2,12,4,0,0,0
"860",9,2,13,4,0,0,0
"861",9,2,14,4,0.0375,0.825,0.1375
"862",10,2,11,2,0,0,0
"863",10,2,12,2,0,0,0
"864",10,2,13,2,0,0,0
"865",10,2,14,2,0,0,0
"866",10,2,2,3,0,0,0
"867",10,2,3,3,0,0,0
"868",10,2,4,3,0,0,0
"869",10,2,5,3,0,0,0
"870",10,2,6,3,0,0,0
"871",10,2,7,3,0,0,0
"872",10,2,8,3,0,0,0
"873",10,2,9,3,0,0,0
"874",10,2,10,3,0,0,0
"875",10,2,11,3,0,0,0
"876",10,2,12,3,0,0,0
"877",10,2,13,3,0,0,0
"878",10,2,14,3,0,0,0
"879",10,2,2,4,0,0,0
"880",10,2,3,4,0,0,0
"881",10,2,4,4,0,0,0
"882",10,2,5,4,0,0,0
"883",10,2,6,4,0,0,0
"884",10,2,7,4,0,0,0
"885",10,2,8,4,0,0,0
"886",10,2,9,4,0,0,0
"887",10,2,10,4,0,0,0
"888",10,2,11,4,0,0,0
"889",10,2,12,4,0,0,0
"890",10,2,13,4,0,0,0
"891",10,2,14,4,0,0,0
"892",11,2,12,2,0,0,0
"893",11,2,13,2,0,0,0
"894",11,2,14,2,0,0,0
"895",11,2,2,3,0,0,0
"896",11,2,3,3,0,0,0
"897",11,2,4,3,0,0,0
"898",11,2,5,3,0,0,0
"899",11,2,6,3,0,0,0
"900",11,2,7,3,0,0,0
"901",11,2,8,3,0,0,0
"902",11,2,9,3,0,0,0
"903",11,2,10,3,0,0,0
"904",11,2,11,3,0,0,0
"905",11,2,12,3,0,0,0
"906",11,2,13,3,0,0,0
"907",11,2,14,3,0,0,0
"908",11,2,2,4,0,0,0
"909",11,2,3,4,0,0,0
"910",11,2,4,4,0,0,0
"911",11,2,5,4,0,0,0
"912",11,2,6,4,0,0,0
"913",11,2,7,4,0,0,0
"914",11,2,8,4,0,0,0
"915",11,2,9,4,0,0,0
"916",11,2,10,4,0,0,0
"917",11,2,11,4,0,0,0
"918",11,2,12,4,0,0,0
"919",11,2,13,4,0,0,0
"920",11,2,14,4,0,0,0
"921",12,2,13,2,0,0.85,0.15
"922",12,2,14,2,0,0,0
"923",12,2,2,3,0,0,0
"924",12,2,3,3,0.0375,0.825,0.1375
"925",12,2,4,3,0,0.85,0.15
"926",12,2,5,3,0,0.85,0.15
"927",12,2,6,3,0,0.85,0.15
"928",12,2,7,3,0,0.85,0.15
"929",12,2,8,3,0,0.85,0.15
"930",12,2,9,3,0.0375,0.825,0.1375
"931",12,2,10,3,0,0.85,0.15
"932",12,2,11,3,0.0375,0.825,0.1375
"933",12,2,12,3,0.0375,0.825,0.1375
"934",12,2,13,3,0,0.85,0.15
"935",12,2,14,3,0,0.85,0.15
"936",12,2,2,4,0,0.85,0.15
"937",12,2,3,4,0,0,0
"938",12,2,4,4,0,0,0
"939",12,2,5,4,0,0.85,0.15
"940",12,2,6,4,0,0.85,0.15
"941",12,2,7,4,0,0.85,0.15
"942",12,2,8,4,0,0.85,0.15
"943",12,2,9,4,0,0,0
"944",12,2,10,4,0,0.85,0.15
"945",12,2,11,4,0,0,0
"946",12,2,12,4,0,0,0
"947",12,2,13,4,0,0,0
"948",12,2,14,4,0,0.85,0.15
"949",13,2,14,2,0,0,0
"950",13,2,2,3,0,0,0
"951",13,2,3,3,0.0375,0.825,0.1375
"952",13,2,4,3,0,0.85,0.15
"953",13,2,5,3,0,0.85,0.15
"954",13,2,6,3,0,0.85,0.15
"955",13,2,7,3,0,0.85,0.15
"956",13,2,8,3,0,0.85,0.15
"957",13,2,9,3,0.0375,0.825,0.1375
"958",13,2,10,3,0,0.85,0.15
"959",13,2,11,3,0.0375,0.825,0.1375
"960",13,2,12,3,0,0.85,0.15
"961",13,2,13,3,0.0375,0.825,0.1375
"962",13,2,14,3,0,0.85,0.15
"963",13,2,2,4,0,0.85,0.15
"964",13,2,3,4,0,0,0
"965",13,2,4,4,0,0,0
"966",13,2,5,4,0,0.85,0.15
"967",13,2,6,4,0,0.85,0.15
"968",13,2,7,4,0,0.85,0.15
"969",13,2,8,4,0,0.85,0.15
"970",13,2,9,4,0,0,0
"971",13,2,10,4,0,0.85,0.15
"972",13,2,11,4,0,0,0
"973",13,2,12,4,0,0,0
"974",13,2,13,4,0,0,0
"975",13,2,14,4,0,0.85,0.15
"976",14,2,2,3,0,0,0
"977",14,2,3,3,0,0,0
"978",14,2,4,3,0,0,0
"979",14,2,5,3,0,0,0
"980",14,2,6,3,0,0,0
"981",14,2,7,3,0,0,0
"982",14,2,8,3,0,0,0
"983",14,2,9,3,0,0,0
"984",14,2,10,3,0,0,0
"985",14,2,11,3,0,0,0
"986",14,2,12,3,0,0,0
"987",14,2,13,3,0,0,0
"988",14,2,14,3,0,0,0
"989",14,2,2,4,0,0,0
"990",14,2,3,4,0,0,0
"991",14,2,4,4,0,0,0
"992",14,2,5,4,0,0,0
"993",14,2,6,4,0,0,0
"994",14,2,7,4,0,0,0
"995",14,2,8,4,0,0,0
"996",14,2,9,4,0,0,0
"997",14,2,10,4,0,0,0
"998",14,2,11,4,0,0,0
"999",14,2,12,4,0,0,0
"1000",14,2,13,4,0,0,0
"1001",14,2,14,4,0,0,0
"1002",2,3,3,3,0,0,0
"1003",2,3,4,3,0,0,0
"1004",2,3,5,3,0,0,0
"1005",2,3,6,3,0,0,0
"1006",2,3,7,3,0,0,0
"1007",2,3,8,3,0,0,0
"1008",2,3,9,3,0,0,0
"1009",2,3,10,3,0,0,0
"1010",2,3,11,3,0,0,0
"1011",2,3,12,3,0,0,0
"1012",2,3,13,3,0,0,0
"1013",2,3,14,3,0,0,0
"1014",2,3,2,4,0,0,0
"1015",2,3,3,4,0,0,0
"1016",2,3,4,4,0,0,0
"1017",2,3,5,4,0,0,0
"1018",2,3,6,4,0,0,0
"1019",2,3,7,4,0,0,0
"1020",2,3,8,4,0,0,0
"1021",2,3,9,4,0,0,0
"1022",2,3,10,4,0,0,0
"1023",2,3,11,4,0,0,0
"1024",2,3,12,4,0,0,0
"1025",2,3,13,4,0,0,0
"1026",2,3,14,4,0,0,0
"1027",3,3,4,3,0.0375,0.825,0.1375
"1028",3,3,5,3,0.0375,0.825,0.1375
"1029",3,3,6,3,0.0375,0.825,0.1375
"1030",3,3,7,3,0.0375,0.825,0.1375
"1031",3,3,8,3,0.0375,0.825,0.1375
"1032",3,3,9,3,0.075,0.8,0.125
"1033",3,3,10,3,0.0375,0.825,0.1375
"1034",3,3,11,3,0.075,0.8,0.125
"1035",3,3,12,3,0.0375,0.825,0.1375
"1036",3,3,13,3,0.0375,0.825,0.1375
"1037",3,3,14,3,0.0375,0.825,0.1375
"1038",3,3,2,4,0.0375,0.825,0.1375
"1039",3,3,3,4,0,0,0
"1040",3,3,4,4,0,0,0
"1041",3,3,5,4,0.0375,0.825,0.1375
"1042",3,3,6,4,0.0375,0.825,0.1375
"1043",3,3,7,4,0.0375,0.825,0.1375
"1044",3,3,8,4,0.0375,0.825,0.1375
"1045",3,3,9,4,0,0,0
"1046",3,3,10,4,0.0375,0.825,0.1375
"1047",3,3,11,4,0,0,0
"1048",3,3,12,4,0,0,0
"1049",3,3,13,4,0,0,0
"1050",3,3,14,4,0.0375,0.825,0.1375
"1051",4,3,5,3,0,0.85,0.15
"1052",4,3,6,3,0,0.85,0.15
"1053",4,3,7,3,0,0.85,0.15
"1054",4,3,8,3,0,0.85,0.15
"1055",4,3,9,3,0.0375,0.825,0.1375
"1056",4,3,10,3,0,0.85,0.15
"1057",4,3,11,3,0.0375,0.825,0.1375
"1058",4,3,12,3,0,0.85,0.15
"1059",4,3,13,3,0,0.85,0.15
"1060",4,3,14,3,0,0.85,0.15
"1061",4,3,2,4,0,0.85,0.15
"1062",4,3,3,4,0,0,0
"1063",4,3,4,4,0,0,0
"1064",4,3,5,4,0,0.85,0.15
"1065",4,3,6,4,0,0.85,0.15
"1066",4,3,7,4,0,0.85,0.15
"1067",4,3,8,4,0,0.85,0.15
"1068",4,3,9,4,0,0,0
"1069",4,3,10,4,0,0.85,0.15
"1070",4,3,11,4,0,0,0
"1071",4,3,12,4,0,0,0
"1072",4,3,13,4,0,0,0
"1073",4,3,14,4,0,0.85,0.15
"1074",5,3,6,3,0,0.85,0.15
"1075",5,3,7,3,0,0.85,0.15
"1076",5,3,8,3,0,0.85,0.15
"1077",5,3,9,3,0.0375,0.825,0.1375
"1078",5,3,10,3,0,0.85,0.15
"1079",5,3,11,3,0.0375,0.825,0.1375
"1080",5,3,12,3,0,0.85,0.15
"1081",5,3,13,3,0,0.85,0.15
"1082",5,3,14,3,0,0.85,0.15
"1083",5,3,2,4,0,0.85,0.15
"1084",5,3,3,4,0,0,0
"1085",5,3,4,4,0,0,0
"1086",5,3,5,4,0.0375,0.825,0.1375
"1087",5,3,6,4,0,0.85,0.15
"1088",5,3,7,4,0,0.85,0.15
"1089",5,3,8,4,0,0.85,0.15
"1090",5,3,9,4,0,0,0
"1091",5,3,10,4,0,0.85,0.15
"1092",5,3,11,4,0,0,0
"1093",5,3,12,4,0,0,0
"1094",5,3,13,4,0,0,0
"1095",5,3,14,4,0,0.85,0.15
"1096",6,3,7,3,0,0.85,0.15
"1097",6,3,8,3,0,0.85,0.15
"1098",6,3,9,3,0.0375,0.825,0.1375
"1099",6,3,10,3,0,0.85,0.15
"1100",6,3,11,3,0.0375,0.825,0.1375
"1101",6,3,12,3,0,0.85,0.15
"1102",6,3,13,3,0,0.85,0.15
"1103",6,3,14,3,0,0.85,0.15
"1104",6,3,2,4,0,0.85,0.15
"1105",6,3,3,4,0,0,0
"1106",6,3,4,4,0,0,0
"1107",6,3,5,4,0,0.85,0.15
"1108",6,3,6,4,0.0375,0.825,0.1375
"1109",6,3,7,4,0,0.85,0.15
"1110",6,3,8,4,0,0.85,0.15
"1111",6,3,9,4,0,0,0
"1112",6,3,10,4,0,0.85,0.15
"1113",6,3,11,4,0,0,0
"1114",6,3,12,4,0,0,0
"1115",6,3,13,4,0,0,0
"1116",6,3,14,4,0,0.85,0.15
"1117",7,3,8,3,0,0.85,0.15
"1118",7,3,9,3,0.0375,0.825,0.1375
"1119",7,3,10,3,0,0.85,0.15
"1120",7,3,11,3,0.0375,0.825,0.1375
"1121",7,3,12,3,0,0.85,0.15
"1122",7,3,13,3,0,0.85,0.15
"1123",7,3,14,3,0,0.85,0.15
"1124",7,3,2,4,0,0.85,0.15
"1125",7,3,3,4,0,0,0
"1126",7,3,4,4,0,0,0
"1127",7,3,5,4,0,0.85,0.15
"1128",7,3,6,4,0,0.85,0.15
"1129",7,3,7,4,0.0375,0.825,0.1375
"1130",7,3,8,4,0,0.85,0.15
"1131",7,3,9,4,0,0,0
"1132",7,3,10,4,0,0.85,0.15
"1133",7,3,11,4,0,0,0
"1134",7,3,12,4,0,0,0
"1135",7,3,13,4,0,0,0
"1136",7,3,14,4,0,0.85,0.15
"1137",8,3,9,3,0.0375,0.825,0.1375
"1138",8,3,10,3,0,0.85,0.15
"1139",8,3,11,3,0.0375,0.825,0.1375
"1140",8,3,12,3,0,0.85,0.15
"1141",8,3,13,3,0,0.85,0.15
"1142",8,3,14,3,0,0.85,0.15
"1143",8,3,2,4,0,0.85,0.15
"1144",8,3,3,4,0,0,0
"1145",8,3,4,4,0,0,0
"1146",8,3,5,4,0,0.85,0.15
"1147",8,3,6,4,0,0.85,0.15
"1148",8,3,7,4,0,0.85,0.15
"1149",8,3,8,4,0.0375,0.825,0.1375
"1150",8,3,9,4,0,0,0
"1151",8,3,10,4,0,0.85,0.15
"1152",8,3,11,4,0,0,0
"1153",8,3,12,4,0,0,0
"1154",8,3,13,4,0,0,0
"1155",8,3,14,4,0,0.85,0.15
"1156",9,3,10,3,0.0375,0.825,0.1375
"1157",9,3,11,3,0.075,0.8,0.125
"1158",9,3,12,3,0.0375,0.825,0.1375
"1159",9,3,13,3,0.0375,0.825,0.1375
"1160",9,3,14,3,0.0375,0.825,0.1375
"1161",9,3,2,4,0.0375,0.825,0.1375
"1162",9,3,3,4,0,0,0
"1163",9,3,4,4,0,0,0
"1164",9,3,5,4,0.0375,0.825,0.1375
"1165",9,3,6,4,0.0375,0.825,0.1375
"1166",9,3,7,4,0.0375,0.825,0.1375
"1167",9,3,8,4,0.0375,0.825,0.1375
"1168",9,3,9,4,0,0,0
"1169",9,3,10,4,0.0375,0.825,0.1375
"1170",9,3,11,4,0,0,0
"1171",9,3,12,4,0,0,0
"1172",9,3,13,4,0,0,0
"1173",9,3,14,4,0.0375,0.825,0.1375
"1174",10,3,11,3,0.0375,0.825,0.1375
"1175",10,3,12,3,0,0.85,0.15
"1176",10,3,13,3,0,0.85,0.15
"1177",10,3,14,3,0,0.85,0.15
"1178",10,3,2,4,0,0.85,0.15
"1179",10,3,3,4,0,0,0
"1180",10,3,4,4,0,0,0
"1181",10,3,5,4,0,0.85,0.15
"1182",10,3,6,4,0,0.85,0.15
"1183",10,3,7,4,0,0.85,0.15
"1184",10,3,8,4,0,0.85,0.15
"1185",10,3,9,4,0,0,0
"1186",10,3,10,4,0.0375,0.825,0.1375
"1187",10,3,11,4,0,0,0
"1188",10,3,12,4,0,0,0
"1189",10,3,13,4,0,0,0
"1190",10,3,14,4,0,0.85,0.15
"1191",11,3,12,3,0.0375,0.825,0.1375
"1192",11,3,13,3,0.0375,0.825,0.1375
"1193",11,3,14,3,0.0375,0.825,0.1375
"1194",11,3,2,4,0.0375,0.825,0.1375
"1195",11,3,3,4,0,0,0
"1196",11,3,4,4,0,0,0
"1197",11,3,5,4,0.0375,0.825,0.1375
"1198",11,3,6,4,0.0375,0.825,0.1375
"1199",11,3,7,4,0.0375,0.825,0.1375
"1200",11,3,8,4,0.0375,0.825,0.1375
"1201",11,3,9,4,0,0,0
"1202",11,3,10,4,0.0375,0.825,0.1375
"1203",11,3,11,4,0,0,0
"1204",11,3,12,4,0,0,0
"1205",11,3,13,4,0,0,0
"1206",11,3,14,4,0.0375,0.825,0.1375
"1207",12,3,13,3,0,0.85,0.15
"1208",12,3,14,3,0,0.85,0.15
"1209",12,3,2,4,0,0.85,0.15
"1210",12,3,3,4,0,0,0
"1211",12,3,4,4,0,0,0
"1212",12,3,5,4,0,0.85,0.15
"1213",12,3,6,4,0,0.85,0.15
"1214",12,3,7,4,0,0.85,0.15
"1215",12,3,8,4,0,0.85,0.15
"1216",12,3,9,4,0,0,0
"1217",12,3,10,4,0,0.85,0.15
"1218",12,3,11,4,0,0,0
"1219",12,3,12,4,0,0,0
"1220",12,3,13,4,0,0,0
"1221",12,3,14,4,0,0.85,0.15
"1222",13,3,14,3,0,0.85,0.15
"1223",13,3,2,4,0,0.85,0.15
"1224",13,3,3,4,0,0,0
"1225",13,3,4,4,0,0,0
"1226",13,3,5,4,0,0.85,0.15
"1227",13,3,6,4,0,0.85,0.15
"1228",13,3,7,4,0,0.85,0.15
"1229",13,3,8,4,0,0.85,0.15
"1230",13,3,9,4,0,0,0
"1231",13,3,10,4,0,0.85,0.15
"1232",13,3,11,4,0,0,0
"1233",13,3,12,4,0,0,0
"1234",13,3,13,4,0,0,0
"1235",13,3,14,4,0,0.85,0.15
"1236",14,3,2,4,0,0.85,0.15
"1237",14,3,3,4,0,0,0
"1238",14,3,4,4,0,0,0
"1239",14,3,5,4,0,0.85,0.15
"1240",14,3,6,4,0,0.85,0.15
"1241",14,3,7,4,0,0.85,0.15
"1242",14,3,8,4,0,0.85,0.15
"1243",14,3,9,4,0,0,0
"1244",14,3,10,4,0,0.85,0.15
"1245",14,3,11,4,0,0,0
"1246",14,3,12,4,0,0,0
"1247",14,3,13,4,0,0,0
"1248",14,3,14,4,0.0375,0.825,0.1375
"1249",2,4,3,4,0,0,0
"1250",2,4,4,4,0,0,0
"1251",2,4,5,4,0.1875,0.725,0.0875
"1252",2,4,6,4,0.1875,0.725,0.0875
"1253",2,4,7,4,0.1875,0.725,0.0875
"1254",2,4,8,4,0.1875,0.725,0.0875
"1255",2,4,9,4,0,0,0
"1256",2,4,10,4,0.1875,0.725,0.0875
"1257",2,4,11,4,0,0,0
"1258",2,4,12,4,0,0,0
"1259",2,4,13,4,0,0,0
"1260",2,4,14,4,0.1875,0.725,0.0875
"1261",3,4,4,4,0,0,0
"1262",3,4,5,4,0,0,0
"1263",3,4,6,4,0,0,0
"1264",3,4,7,4,0,0,0
"1265",3,4,8,4,0,0,0
"1266",3,4,9,4,0,0,0
"1267",3,4,10,4,0,0,0
"1268",3,4,11,4,0,0,0
"1269",3,4,12,4,0,0,0
"1270",3,4,13,4,0,0,0
"1271",3,4,14,4,0,0,0
"1272",4,4,5,4,0,0,0
"1273",4,4,6,4,0,0,0
"1274",4,4,7,4,0,0,0
"1275",4,4,8,4,0,0,0
"1276",4,4,9,4,0,0,0
"1277",4,4,10,4,0,0,0
"1278",4,4,11,4,0,0,0
"1279",4,4,12,4,0,0,0
"1280",4,4,13,4,0,0,0
"1281",4,4,14,4,0,0,0
"1282",5,4,6,4,0.1875,0.725,0.0875
"1283",5,4,7,4,0.1875,0.725,0.0875
"1284",5,4,8,4,0.1875,0.725,0.0875
"1285",5,4,9,4,0,0,0
"1286",5,4,10,4,0.1875,0.725,0.0875
"1287",5,4,11,4,0,0,0
"1288",5,4,12,4,0,0,0
"1289",5,4,13,4,0,0,0
"1290",5,4,14,4,0.1875,0.725,0.0875
"1291",6,4,7,4,0.1875,0.725,0.0875
"1292",6,4,8,4,0.1875,0.725,0.0875
"1293",6,4,9,4,0,0,0
"1294",6,4,10,4,0.1875,0.725,0.0875
"1295",6,4,11,4,0,0,0
"1296",6,4,12,4,0,0,0
"1297",6,4,13,4,0,0,0
"1298",6,4,14,4,0.1875,0.725,0.0875
"1299",7,4,8,4,0.1875,0.725,0.0875
"1300",7,4,9,4,0,0,0
"1301",7,4,10,4,0.1875,0.725,0.0875
"1302",7,4,11,4,0,0,0
"1303",7,4,12,4,0,0,0
"1304",7,4,13,4,0,0,0
"1305",7,4,14,4,0.1875,0.725,0.0875
"1306",8,4,9,4,0,0,0
"1307",8,4,10,4,0.1875,0.725,0.0875
"1308",8,4,11,4,0,0,0
"1309",8,4,12,4,0,0,0
"1310",8,4,13,4,0,0,0
"1311",8,4,14,4,0.1875,0.725,0.0875
"1312",9,4,10,4,0,0,0
"1313",9,4,11,4,0,0,0
"1314",9,4,12,4,0,0,0
"1315",9,4,13,4,0,0,0
"1316",9,4,14,4,0,0,0
"1317",10,4,11,4,0,0,0
"1318",10,4,12,4,0,0,0
"1319",10,4,13,4,0,0,0
"1320",10,4,14,4,0.1875,0.725,0.0875
"1321",11,4,12,4,0,0,0
"1322",11,4,13,4,0,0,0
"1323",11,4,14,4,0,0,0
"1324",12,4,13,4,0,0,0
"1325",12,4,14,4,0,0,0
"1326",13,4,14,4,0,0,0
